block,raintreat,comp,brc,datetime,temp
6,W,A,6WA,02-01-2025 10:45:33,10.508
8,C,A,8CA,02-01-2025 10:45:33,10.551
8,D,A,8DA,02-01-2025 10:45:33,10.422
8,W,B,8WB,02-01-2025 10:45:33,9.993
10,C,A,10CA,02-01-2025 10:45:33,10.508
10,D,B,10DB,02-01-2025 10:45:33,10.765
10,W,B,10WB,02-01-2025 10:45:33,10.25
11,AMB,,DSWS,02-01-2025 10:45:33,10.079
12,AMB,,USWS,02-01-2025 10:45:33,10.165
1,C,A,1CA,02-01-2025 11:15:34,10.851
1,D,B,1DB,02-01-2025 11:15:34,11.194
1,W,B,1WB,02-01-2025 11:15:34,10.293
2,C,B,2CB,02-01-2025 11:15:34,10.551
2,D,B,2DB,02-01-2025 11:15:34,11.108
2,W,A,2WA,02-01-2025 11:15:34,10.336
4,C,B,4CB,02-01-2025 11:15:34,10.208
4,D,A,4DA,02-01-2025 11:15:34,11.28
4,W,B,4WB,02-01-2025 11:15:34,10.508
6,C,B,6CB,02-01-2025 11:15:34,10.808
6,D,B,6DB,02-01-2025 11:15:34,11.709
6,W,A,6WA,02-01-2025 11:15:34,10.679
8,C,A,8CA,02-01-2025 11:15:34,10.679
8,D,A,8DA,02-01-2025 11:15:34,10.937
8,W,B,8WB,02-01-2025 11:15:34,10.336
10,C,A,10CA,02-01-2025 11:15:34,10.679
10,D,B,10DB,02-01-2025 11:15:34,11.28
10,W,B,10WB,02-01-2025 11:15:34,10.422
11,AMB,,DSWS,02-01-2025 11:15:34,10.336
12,AMB,,USWS,02-01-2025 11:15:34,10.379
1,C,A,1CA,02-01-2025 11:45:35,11.023
1,D,B,1DB,02-01-2025 11:45:35,11.495
1,W,B,1WB,02-01-2025 11:45:35,10.551
2,C,B,2CB,02-01-2025 11:45:35,10.679
2,D,B,2DB,02-01-2025 11:45:35,11.537
2,W,A,2WA,02-01-2025 11:45:35,10.722
4,C,B,4CB,02-01-2025 11:45:35,10.422
4,D,A,4DA,02-01-2025 11:45:35,11.495
4,W,B,4WB,02-01-2025 11:45:35,10.851
6,C,B,6CB,02-01-2025 11:45:35,10.894
6,D,B,6DB,02-01-2025 11:45:35,11.58
6,W,A,6WA,02-01-2025 11:45:35,10.637
8,C,A,8CA,02-01-2025 11:45:35,10.722
8,D,A,8DA,02-01-2025 11:45:35,11.323
8,W,B,8WB,02-01-2025 11:45:35,10.508
10,C,A,10CA,02-01-2025 11:45:35,10.637
10,D,B,10DB,02-01-2025 11:45:35,11.623
10,W,B,10WB,02-01-2025 11:45:35,10.551
11,AMB,,DSWS,02-01-2025 11:45:35,10.465
12,AMB,,USWS,02-01-2025 11:45:35,10.293
1,C,A,1CA,02-01-2025 12:15:36,10.98
1,D,B,1DB,02-01-2025 12:15:36,11.409
1,W,B,1WB,02-01-2025 12:15:36,10.594
2,C,B,2CB,02-01-2025 12:15:36,10.851
2,D,B,2DB,02-01-2025 12:15:36,11.537
2,W,A,2WA,02-01-2025 12:15:36,10.808
4,C,B,4CB,02-01-2025 12:15:36,10.508
4,D,A,4DA,02-01-2025 12:15:36,11.366
4,W,B,4WB,02-01-2025 12:15:36,10.894
6,C,B,6CB,02-01-2025 12:15:36,10.937
6,D,B,6DB,02-01-2025 12:15:36,11.452
6,W,A,6WA,02-01-2025 12:15:36,10.679
8,C,A,8CA,02-01-2025 12:15:36,10.722
8,D,A,8DA,02-01-2025 12:15:36,11.366
8,W,B,8WB,02-01-2025 12:15:36,10.594
10,C,A,10CA,02-01-2025 12:15:36,10.679
10,D,B,10DB,02-01-2025 12:15:36,11.409
10,W,B,10WB,02-01-2025 12:15:36,10.594
11,AMB,,DSWS,02-01-2025 12:15:36,10.465
12,AMB,,USWS,02-01-2025 12:15:36,10.422
1,C,A,1CA,02-01-2025 12:45:37,10.98
1,D,B,1DB,02-01-2025 12:45:37,11.237
1,W,B,1WB,02-01-2025 12:45:37,10.508
2,C,B,2CB,02-01-2025 12:45:37,10.722
2,D,B,2DB,02-01-2025 12:45:37,11.28
2,W,A,2WA,02-01-2025 12:45:37,10.594
4,C,B,4CB,02-01-2025 12:45:37,10.465
4,D,A,4DA,02-01-2025 12:45:37,11.366
4,W,B,4WB,02-01-2025 12:45:37,10.679
6,C,B,6CB,02-01-2025 12:45:37,10.937
6,D,B,6DB,02-01-2025 12:45:37,11.623
6,W,A,6WA,02-01-2025 12:45:37,10.808
8,C,A,8CA,02-01-2025 12:45:37,10.894
8,D,A,8DA,02-01-2025 12:45:37,11.066
8,W,B,8WB,02-01-2025 12:45:37,10.551
10,C,A,10CA,02-01-2025 12:45:37,10.851
10,D,B,10DB,02-01-2025 12:45:37,11.023
10,W,B,10WB,02-01-2025 12:45:37,10.679
11,AMB,,DSWS,02-01-2025 12:45:37,10.465
12,AMB,,USWS,02-01-2025 12:45:37,10.637
1,C,A,1CA,02-01-2025 13:15:38,10.937
1,D,B,1DB,02-01-2025 13:15:38,11.323
1,W,B,1WB,02-01-2025 13:15:38,10.594
2,C,B,2CB,02-01-2025 13:15:38,10.765
2,D,B,2DB,02-01-2025 13:15:38,11.452
2,W,A,2WA,02-01-2025 13:15:38,10.722
4,C,B,4CB,02-01-2025 13:15:38,10.508
4,D,A,4DA,02-01-2025 13:15:38,11.28
4,W,B,4WB,02-01-2025 13:15:38,10.808
6,C,B,6CB,02-01-2025 13:15:38,10.894
6,D,B,6DB,02-01-2025 13:15:38,11.409
6,W,A,6WA,02-01-2025 13:15:38,10.722
8,C,A,8CA,02-01-2025 13:15:38,10.765
8,D,A,8DA,02-01-2025 13:15:38,11.237
8,W,B,8WB,02-01-2025 13:15:38,10.594
10,C,A,10CA,02-01-2025 13:15:38,10.765
10,D,B,10DB,02-01-2025 13:15:38,11.237
10,W,B,10WB,02-01-2025 13:15:38,10.679
11,AMB,,DSWS,02-01-2025 13:15:38,10.508
12,AMB,,USWS,02-01-2025 13:15:38,10.422
1,C,A,1CA,02-01-2025 13:45:39,10.551
1,D,B,1DB,02-01-2025 13:45:39,10.851
1,W,B,1WB,02-01-2025 13:45:39,10.379
2,C,B,2CB,02-01-2025 13:45:39,10.379
2,D,B,2DB,02-01-2025 13:45:39,10.937
2,W,A,2WA,02-01-2025 13:45:39,10.465
4,C,B,4CB,02-01-2025 13:45:39,10.25
4,D,A,4DA,02-01-2025 13:45:39,10.808
4,W,B,4WB,02-01-2025 13:45:39,10.508
6,C,B,6CB,02-01-2025 13:45:39,10.508
6,D,B,6DB,02-01-2025 13:45:39,10.851
6,W,A,6WA,02-01-2025 13:45:39,10.379
8,C,A,8CA,02-01-2025 13:45:39,10.379
8,D,A,8DA,02-01-2025 13:45:39,10.765
8,W,B,8WB,02-01-2025 13:45:39,10.293
10,C,A,10CA,02-01-2025 13:45:39,10.379
10,D,B,10DB,02-01-2025 13:45:39,10.937
10,W,B,10WB,02-01-2025 13:45:39,10.336
11,AMB,,DSWS,02-01-2025 13:45:39,10.293
12,AMB,,USWS,02-01-2025 13:45:39,10.208
1,C,A,1CA,02-02-2025 10:16:20,11.323
1,D,B,1DB,02-02-2025 10:16:20,11.194
1,W,B,1WB,02-02-2025 10:16:20,11.151
2,C,B,2CB,02-02-2025 10:16:20,11.28
2,D,B,2DB,02-02-2025 10:16:20,11.237
2,W,A,2WA,02-02-2025 10:16:20,11.323
4,C,B,4CB,02-02-2025 10:16:20,11.151
4,D,A,4DA,02-02-2025 10:16:20,11.323
4,W,B,4WB,02-02-2025 10:16:20,11.323
6,C,B,6CB,02-02-2025 10:16:20,11.194
6,D,B,6DB,02-02-2025 10:16:20,11.151
6,W,A,6WA,02-02-2025 10:16:20,11.194
8,C,A,8CA,02-02-2025 10:16:20,11.151
8,D,A,8DA,02-02-2025 10:16:20,11.108
8,W,B,8WB,02-02-2025 10:16:20,11.151
10,C,A,10CA,02-02-2025 10:16:20,11.151
10,D,B,10DB,02-02-2025 10:16:20,11.108
10,W,B,10WB,02-02-2025 10:16:20,11.108
11,AMB,,DSWS,02-02-2025 10:16:20,11.108
12,AMB,,USWS,02-02-2025 10:16:20,11.151
1,C,A,1CA,02-02-2025 10:46:21,11.323
1,D,B,1DB,02-02-2025 10:46:21,11.237
1,W,B,1WB,02-02-2025 10:46:21,11.151
2,C,B,2CB,02-02-2025 10:46:21,11.237
2,D,B,2DB,02-02-2025 10:46:21,11.323
2,W,A,2WA,02-02-2025 10:46:21,11.237
4,C,B,4CB,02-02-2025 10:46:21,11.108
4,D,A,4DA,02-02-2025 10:46:21,11.323
4,W,B,4WB,02-02-2025 10:46:21,11.28
6,C,B,6CB,02-02-2025 10:46:21,11.237
6,D,B,6DB,02-02-2025 10:46:21,11.237
6,W,A,6WA,02-02-2025 10:46:21,11.194
8,C,A,8CA,02-02-2025 10:46:21,11.237
8,D,A,8DA,02-02-2025 10:46:21,11.237
8,W,B,8WB,02-02-2025 10:46:21,11.151
10,C,A,10CA,02-02-2025 10:46:21,11.194
10,D,B,10DB,02-02-2025 10:46:21,11.323
10,W,B,10WB,02-02-2025 10:46:21,11.194
11,AMB,,DSWS,02-02-2025 10:46:21,11.108
12,AMB,,USWS,02-02-2025 10:46:21,11.108
1,C,A,1CA,02-02-2025 11:16:22,11.28
1,D,B,1DB,02-02-2025 11:16:22,11.194
1,W,B,1WB,02-02-2025 11:16:22,11.108
2,C,B,2CB,02-02-2025 11:16:22,11.151
2,D,B,2DB,02-02-2025 11:16:22,11.237
2,W,A,2WA,02-02-2025 11:16:22,11.151
4,C,B,4CB,02-02-2025 11:16:22,11.066
4,D,A,4DA,02-02-2025 11:16:22,11.28
4,W,B,4WB,02-02-2025 11:16:22,11.194
6,C,B,6CB,02-02-2025 11:16:22,11.194
6,D,B,6DB,02-02-2025 11:16:22,11.237
6,W,A,6WA,02-02-2025 11:16:22,11.151
8,C,A,8CA,02-02-2025 11:16:22,11.194
8,D,A,8DA,02-02-2025 11:16:22,11.151
8,W,B,8WB,02-02-2025 11:16:22,11.151
10,C,A,10CA,02-02-2025 11:16:22,11.151
10,D,B,10DB,02-02-2025 11:16:22,11.28
10,W,B,10WB,02-02-2025 11:16:22,11.151
11,AMB,,DSWS,02-02-2025 11:16:22,11.108
12,AMB,,USWS,02-02-2025 11:16:22,11.151
1,C,A,1CA,02-02-2025 11:46:23,11.28
1,D,B,1DB,02-02-2025 11:46:23,11.237
1,W,B,1WB,02-02-2025 11:46:23,11.151
2,C,B,2CB,02-02-2025 11:46:23,11.194
2,D,B,2DB,02-02-2025 11:46:23,11.323
2,W,A,2WA,02-02-2025 11:46:23,11.194
4,C,B,4CB,02-02-2025 11:46:23,11.108
4,D,A,4DA,02-02-2025 11:46:23,11.323
4,W,B,4WB,02-02-2025 11:46:23,11.237
6,C,B,6CB,02-02-2025 11:46:23,11.237
6,D,B,6DB,02-02-2025 11:46:23,11.194
6,W,A,6WA,02-02-2025 11:46:23,11.194
8,C,A,8CA,02-02-2025 11:46:23,11.194
8,D,A,8DA,02-02-2025 11:46:23,11.194
8,W,B,8WB,02-02-2025 11:46:23,11.151
10,C,A,10CA,02-02-2025 11:46:23,11.151
10,D,B,10DB,02-02-2025 11:46:23,11.237
10,W,B,10WB,02-02-2025 11:46:23,11.151
11,AMB,,DSWS,02-02-2025 11:46:23,11.151
12,AMB,,USWS,02-02-2025 11:46:23,11.151
1,C,A,1CA,02-02-2025 12:16:24,11.237
1,D,B,1DB,02-02-2025 12:16:24,11.151
1,W,B,1WB,02-02-2025 12:16:24,11.108
2,C,B,2CB,02-02-2025 12:16:24,11.194
2,D,B,2DB,02-02-2025 12:16:24,11.237
2,W,A,2WA,02-02-2025 12:16:24,11.237
4,C,B,4CB,02-02-2025 12:16:24,11.108
4,D,A,4DA,02-02-2025 12:16:24,11.237
4,W,B,4WB,02-02-2025 12:16:24,11.237
6,C,B,6CB,02-02-2025 12:16:24,11.151
6,D,B,6DB,02-02-2025 12:16:24,11.108
6,W,A,6WA,02-02-2025 12:16:24,11.151
8,C,A,8CA,02-02-2025 12:16:24,11.194
8,D,A,8DA,02-02-2025 12:16:24,11.108
8,W,B,8WB,02-02-2025 12:16:24,11.151
10,C,A,10CA,02-02-2025 12:16:24,11.151
10,D,B,10DB,02-02-2025 12:16:24,11.151
10,W,B,10WB,02-02-2025 12:16:24,11.108
11,AMB,,DSWS,02-02-2025 12:16:24,11.108
12,AMB,,USWS,02-02-2025 12:16:24,11.151
1,C,A,1CA,02-02-2025 12:46:25,11.194
1,D,B,1DB,02-02-2025 12:46:25,11.151
1,W,B,1WB,02-02-2025 12:46:25,11.066
2,C,B,2CB,02-02-2025 12:46:25,11.066
2,D,B,2DB,02-02-2025 12:46:25,11.194
2,W,A,2WA,02-02-2025 12:46:25,11.108
4,C,B,4CB,02-02-2025 12:46:25,11.066
4,D,A,4DA,02-02-2025 12:46:25,11.237
4,W,B,4WB,02-02-2025 12:46:25,11.151
6,C,B,6CB,02-02-2025 12:46:25,11.108
6,D,B,6DB,02-02-2025 12:46:25,11.108
6,W,A,6WA,02-02-2025 12:46:25,11.108
8,C,A,8CA,02-02-2025 12:46:25,11.108
8,D,A,8DA,02-02-2025 12:46:25,11.108
8,W,B,8WB,02-02-2025 12:46:25,11.066
10,C,A,10CA,02-02-2025 12:46:25,11.151
10,D,B,10DB,02-02-2025 12:46:25,11.194
10,W,B,10WB,02-02-2025 12:46:25,11.108
11,AMB,,DSWS,02-02-2025 12:46:25,11.023
12,AMB,,USWS,02-02-2025 12:46:25,11.066
1,C,A,1CA,02-02-2025 13:16:26,11.194
1,D,B,1DB,02-02-2025 13:16:26,11.151
1,W,B,1WB,02-02-2025 13:16:26,11.066
2,C,B,2CB,02-02-2025 13:16:26,11.108
2,D,B,2DB,02-02-2025 13:16:26,11.194
2,W,A,2WA,02-02-2025 13:16:26,11.108
4,C,B,4CB,02-02-2025 13:16:26,11.066
4,D,A,4DA,02-02-2025 13:16:26,11.194
4,W,B,4WB,02-02-2025 13:16:26,11.151
6,C,B,6CB,02-02-2025 13:16:26,11.108
6,D,B,6DB,02-02-2025 13:16:26,11.066
6,W,A,6WA,02-02-2025 13:16:26,11.066
8,C,A,8CA,02-02-2025 13:16:26,11.108
8,D,A,8DA,02-02-2025 13:16:26,11.108
8,W,B,8WB,02-02-2025 13:16:26,11.066
10,C,A,10CA,02-02-2025 13:16:26,11.066
10,D,B,10DB,02-02-2025 13:16:26,11.151
10,W,B,10WB,02-02-2025 13:16:26,11.108
11,AMB,,DSWS,02-02-2025 13:16:26,11.066
12,AMB,,USWS,02-02-2025 13:16:26,11.066
1,C,A,1CA,02-02-2025 13:46:27,11.151
1,D,B,1DB,02-02-2025 13:46:27,11.108
1,W,B,1WB,02-02-2025 13:46:27,11.023
2,C,B,2CB,02-02-2025 13:46:27,11.023
2,D,B,2DB,02-02-2025 13:46:27,11.194
2,W,A,2WA,02-02-2025 13:46:27,11.108
4,C,B,4CB,02-02-2025 13:46:27,11.023
4,D,A,4DA,02-02-2025 13:46:27,11.194
4,W,B,4WB,02-02-2025 13:46:27,11.108
6,C,B,6CB,02-02-2025 13:46:27,11.066
6,D,B,6DB,02-02-2025 13:46:27,11.108
6,W,A,6WA,02-02-2025 13:46:27,11.066
8,C,A,8CA,02-02-2025 13:46:27,11.108
8,D,A,8DA,02-02-2025 13:46:27,11.108
8,W,B,8WB,02-02-2025 13:46:27,11.023
10,C,A,10CA,02-02-2025 13:46:27,11.023
10,D,B,10DB,02-02-2025 13:46:27,11.108
10,W,B,10WB,02-02-2025 13:46:27,11.066
11,AMB,,DSWS,02-02-2025 13:46:27,10.98
12,AMB,,USWS,02-02-2025 13:46:27,11.023
1,C,A,1CA,02-03-2025 10:17:08,8.534
1,D,B,1DB,02-03-2025 10:17:08,8.534
1,W,B,1WB,02-03-2025 10:17:08,8.32
2,C,B,2CB,02-03-2025 10:17:08,8.363
2,D,B,2DB,02-03-2025 10:17:08,8.534
2,W,A,2WA,02-03-2025 10:17:08,8.363
4,C,B,4CB,02-03-2025 10:17:08,8.234
4,D,A,4DA,02-03-2025 10:17:08,8.663
4,W,B,4WB,02-03-2025 10:17:08,8.449
6,C,B,6CB,02-03-2025 10:17:08,8.406
6,D,B,6DB,02-03-2025 10:17:08,8.62
6,W,A,6WA,02-03-2025 10:17:08,8.363
8,C,A,8CA,02-03-2025 10:17:08,8.406
8,D,A,8DA,02-03-2025 10:17:08,8.406
8,W,B,8WB,02-03-2025 10:17:08,8.277
10,C,A,10CA,02-03-2025 10:17:08,8.363
10,D,B,10DB,02-03-2025 10:17:08,8.577
10,W,B,10WB,02-03-2025 10:17:08,8.32
11,AMB,,DSWS,02-03-2025 10:17:08,8.234
12,AMB,,USWS,02-03-2025 10:17:08,8.234
1,C,A,1CA,02-03-2025 10:47:09,8.577
1,D,B,1DB,02-03-2025 10:47:09,8.62
1,W,B,1WB,02-03-2025 10:47:09,8.363
2,C,B,2CB,02-03-2025 10:47:09,8.363
2,D,B,2DB,02-03-2025 10:47:09,8.663
2,W,A,2WA,02-03-2025 10:47:09,8.406
4,C,B,4CB,02-03-2025 10:47:09,8.277
4,D,A,4DA,02-03-2025 10:47:09,8.749
4,W,B,4WB,02-03-2025 10:47:09,8.492
6,C,B,6CB,02-03-2025 10:47:09,8.492
6,D,B,6DB,02-03-2025 10:47:09,8.706
6,W,A,6WA,02-03-2025 10:47:09,8.449
8,C,A,8CA,02-03-2025 10:47:09,8.449
8,D,A,8DA,02-03-2025 10:47:09,8.492
8,W,B,8WB,02-03-2025 10:47:09,8.363
10,C,A,10CA,02-03-2025 10:47:09,8.406
10,D,B,10DB,02-03-2025 10:47:09,8.663
10,W,B,10WB,02-03-2025 10:47:09,8.406
11,AMB,,DSWS,02-03-2025 10:47:09,8.277
12,AMB,,USWS,02-03-2025 10:47:09,8.32
1,C,A,1CA,02-03-2025 11:17:10,8.406
1,D,B,1DB,02-03-2025 11:17:10,8.492
1,W,B,1WB,02-03-2025 11:17:10,8.234
2,C,B,2CB,02-03-2025 11:17:10,8.234
2,D,B,2DB,02-03-2025 11:17:10,8.363
2,W,A,2WA,02-03-2025 11:17:10,8.234
4,C,B,4CB,02-03-2025 11:17:10,8.191
4,D,A,4DA,02-03-2025 11:17:10,8.492
4,W,B,4WB,02-03-2025 11:17:10,8.277
6,C,B,6CB,02-03-2025 11:17:10,8.32
6,D,B,6DB,02-03-2025 11:17:10,8.534
6,W,A,6WA,02-03-2025 11:17:10,8.32
8,C,A,8CA,02-03-2025 11:17:10,8.363
8,D,A,8DA,02-03-2025 11:17:10,8.32
8,W,B,8WB,02-03-2025 11:17:10,8.191
10,C,A,10CA,02-03-2025 11:17:10,8.277
10,D,B,10DB,02-03-2025 11:17:10,8.492
10,W,B,10WB,02-03-2025 11:17:10,8.277
11,AMB,,DSWS,02-03-2025 11:17:10,8.148
12,AMB,,USWS,02-03-2025 11:17:10,8.191
1,C,A,1CA,02-03-2025 11:47:11,8.32
1,D,B,1DB,02-03-2025 11:47:11,8.406
1,W,B,1WB,02-03-2025 11:47:11,8.105
2,C,B,2CB,02-03-2025 11:47:11,8.105
2,D,B,2DB,02-03-2025 11:47:11,8.363
2,W,A,2WA,02-03-2025 11:47:11,8.105
4,C,B,4CB,02-03-2025 11:47:11,8.02
4,D,A,4DA,02-03-2025 11:47:11,8.449
4,W,B,4WB,02-03-2025 11:47:11,8.191
6,C,B,6CB,02-03-2025 11:47:11,8.191
6,D,B,6DB,02-03-2025 11:47:11,8.449
6,W,A,6WA,02-03-2025 11:47:11,8.148
8,C,A,8CA,02-03-2025 11:47:11,8.234
8,D,A,8DA,02-03-2025 11:47:11,8.191
8,W,B,8WB,02-03-2025 11:47:11,8.063
10,C,A,10CA,02-03-2025 11:47:11,8.148
10,D,B,10DB,02-03-2025 11:47:11,8.449
10,W,B,10WB,02-03-2025 11:47:11,8.148
11,AMB,,DSWS,02-03-2025 11:47:11,8.02
12,AMB,,USWS,02-03-2025 11:47:11,8.02
1,C,A,1CA,02-03-2025 12:17:12,8.277
1,D,B,1DB,02-03-2025 12:17:12,8.363
1,W,B,1WB,02-03-2025 12:17:12,8.063
2,C,B,2CB,02-03-2025 12:17:12,8.105
2,D,B,2DB,02-03-2025 12:17:12,8.406
2,W,A,2WA,02-03-2025 12:17:12,8.148
4,C,B,4CB,02-03-2025 12:17:12,8.02
4,D,A,4DA,02-03-2025 12:17:12,8.449
4,W,B,4WB,02-03-2025 12:17:12,8.234
6,C,B,6CB,02-03-2025 12:17:12,8.191
6,D,B,6DB,02-03-2025 12:17:12,8.363
6,W,A,6WA,02-03-2025 12:17:12,8.148
8,C,A,8CA,02-03-2025 12:17:12,8.148
8,D,A,8DA,02-03-2025 12:17:12,8.234
8,W,B,8WB,02-03-2025 12:17:12,8.063
10,C,A,10CA,02-03-2025 12:17:12,8.105
10,D,B,10DB,02-03-2025 12:17:12,8.449
10,W,B,10WB,02-03-2025 12:17:12,8.105
11,AMB,,DSWS,02-03-2025 12:17:12,8.063
12,AMB,,USWS,02-03-2025 12:17:12,8.02
1,C,A,1CA,02-03-2025 12:47:13,8.363
1,D,B,1DB,02-03-2025 12:47:13,8.406
1,W,B,1WB,02-03-2025 12:47:13,8.105
2,C,B,2CB,02-03-2025 12:47:13,8.148
2,D,B,2DB,02-03-2025 12:47:13,8.406
2,W,A,2WA,02-03-2025 12:47:13,8.148
4,C,B,4CB,02-03-2025 12:47:13,8.063
4,D,A,4DA,02-03-2025 12:47:13,8.492
4,W,B,4WB,02-03-2025 12:47:13,8.191
6,C,B,6CB,02-03-2025 12:47:13,8.234
6,D,B,6DB,02-03-2025 12:47:13,8.449
6,W,A,6WA,02-03-2025 12:47:13,8.234
8,C,A,8CA,02-03-2025 12:47:13,8.234
8,D,A,8DA,02-03-2025 12:47:13,8.234
8,W,B,8WB,02-03-2025 12:47:13,8.105
10,C,A,10CA,02-03-2025 12:47:13,8.191
10,D,B,10DB,02-03-2025 12:47:13,8.449
10,W,B,10WB,02-03-2025 12:47:13,8.148
11,AMB,,DSWS,02-03-2025 12:47:13,8.063
12,AMB,,USWS,02-03-2025 12:47:13,8.105
1,C,A,1CA,02-03-2025 13:17:14,8.363
1,D,B,1DB,02-03-2025 13:17:14,8.406
1,W,B,1WB,02-03-2025 13:17:14,8.105
2,C,B,2CB,02-03-2025 13:17:14,8.191
2,D,B,2DB,02-03-2025 13:17:14,8.492
2,W,A,2WA,02-03-2025 13:17:14,8.234
4,C,B,4CB,02-03-2025 13:17:14,8.063
4,D,A,4DA,02-03-2025 13:17:14,8.577
4,W,B,4WB,02-03-2025 13:17:14,8.277
6,C,B,6CB,02-03-2025 13:17:14,8.32
6,D,B,6DB,02-03-2025 13:17:14,8.492
6,W,A,6WA,02-03-2025 13:17:14,8.191
8,C,A,8CA,02-03-2025 13:17:14,8.277
8,D,A,8DA,02-03-2025 13:17:14,8.277
8,W,B,8WB,02-03-2025 13:17:14,8.148
10,C,A,10CA,02-03-2025 13:17:14,8.234
10,D,B,10DB,02-03-2025 13:17:14,8.577
10,W,B,10WB,02-03-2025 13:17:14,8.191
11,AMB,,DSWS,02-03-2025 13:17:14,8.105
12,AMB,,USWS,02-03-2025 13:17:14,8.063
1,C,A,1CA,02-03-2025 13:47:15,8.449
1,D,B,1DB,02-03-2025 13:47:15,8.534
1,W,B,1WB,02-03-2025 13:47:15,8.191
2,C,B,2CB,02-03-2025 13:47:15,8.32
2,D,B,2DB,02-03-2025 13:47:15,8.534
2,W,A,2WA,02-03-2025 13:47:15,8.32
4,C,B,4CB,02-03-2025 13:47:15,8.148
4,D,A,4DA,02-03-2025 13:47:15,8.663
4,W,B,4WB,02-03-2025 13:47:15,8.406
6,C,B,6CB,02-03-2025 13:47:15,8.363
6,D,B,6DB,02-03-2025 13:47:15,8.577
6,W,A,6WA,02-03-2025 13:47:15,8.277
8,C,A,8CA,02-03-2025 13:47:15,8.32
8,D,A,8DA,02-03-2025 13:47:15,8.363
8,W,B,8WB,02-03-2025 13:47:15,8.234
10,C,A,10CA,02-03-2025 13:47:15,8.277
10,D,B,10DB,02-03-2025 13:47:15,8.577
10,W,B,10WB,02-03-2025 13:47:15,8.234
11,AMB,,DSWS,02-03-2025 13:47:15,8.148
12,AMB,,USWS,02-03-2025 13:47:15,8.148
1,C,A,1CA,02-04-2025 10:17:56,8.663
1,D,B,1DB,02-04-2025 10:17:56,8.663
1,W,B,1WB,02-04-2025 10:17:56,8.534
2,C,B,2CB,02-04-2025 10:17:56,8.534
2,D,B,2DB,02-04-2025 10:17:56,8.663
2,W,A,2WA,02-04-2025 10:17:56,8.534
4,C,B,4CB,02-04-2025 10:17:56,8.492
4,D,A,4DA,02-04-2025 10:17:56,8.706
4,W,B,4WB,02-04-2025 10:17:56,8.534
6,C,B,6CB,02-04-2025 10:17:56,8.62
6,D,B,6DB,02-04-2025 10:17:56,8.663
6,W,A,6WA,02-04-2025 10:17:56,8.577
8,C,A,8CA,02-04-2025 10:17:56,8.577
8,D,A,8DA,02-04-2025 10:17:56,8.577
8,W,B,8WB,02-04-2025 10:17:56,8.534
10,C,A,10CA,02-04-2025 10:17:56,8.577
10,D,B,10DB,02-04-2025 10:17:56,8.663
10,W,B,10WB,02-04-2025 10:17:56,8.577
11,AMB,,DSWS,02-04-2025 10:17:56,8.534
12,AMB,,USWS,02-04-2025 10:17:56,8.577
1,C,A,1CA,02-04-2025 10:47:57,8.792
1,D,B,1DB,02-04-2025 10:47:57,8.835
1,W,B,1WB,02-04-2025 10:47:57,8.663
2,C,B,2CB,02-04-2025 10:47:57,8.663
2,D,B,2DB,02-04-2025 10:47:57,8.792
2,W,A,2WA,02-04-2025 10:47:57,8.663
4,C,B,4CB,02-04-2025 10:47:57,8.62
4,D,A,4DA,02-04-2025 10:47:57,8.835
4,W,B,4WB,02-04-2025 10:47:57,8.706
6,C,B,6CB,02-04-2025 10:47:57,8.706
6,D,B,6DB,02-04-2025 10:47:57,8.792
6,W,A,6WA,02-04-2025 10:47:57,8.706
8,C,A,8CA,02-04-2025 10:47:57,8.749
8,D,A,8DA,02-04-2025 10:47:57,8.706
8,W,B,8WB,02-04-2025 10:47:57,8.663
10,C,A,10CA,02-04-2025 10:47:57,8.706
10,D,B,10DB,02-04-2025 10:47:57,8.835
10,W,B,10WB,02-04-2025 10:47:57,8.706
11,AMB,,DSWS,02-04-2025 10:47:57,8.62
12,AMB,,USWS,02-04-2025 10:47:57,8.663
1,C,A,1CA,02-04-2025 11:17:58,9.65
1,D,B,1DB,02-04-2025 11:17:58,9.693
1,W,B,1WB,02-04-2025 11:17:58,9.392
2,C,B,2CB,02-04-2025 11:17:58,9.478
2,D,B,2DB,02-04-2025 11:17:58,9.693
2,W,A,2WA,02-04-2025 11:17:58,9.435
4,C,B,4CB,02-04-2025 11:17:58,9.264
4,D,A,4DA,02-04-2025 11:17:58,9.821
4,W,B,4WB,02-04-2025 11:17:58,9.478
6,C,B,6CB,02-04-2025 11:17:58,9.564
6,D,B,6DB,02-04-2025 11:17:58,9.907
6,W,A,6WA,02-04-2025 11:17:58,9.478
8,C,A,8CA,02-04-2025 11:17:58,9.564
8,D,A,8DA,02-04-2025 11:17:58,9.478
8,W,B,8WB,02-04-2025 11:17:58,9.35
10,C,A,10CA,02-04-2025 11:17:58,9.521
10,D,B,10DB,02-04-2025 11:17:58,9.779
10,W,B,10WB,02-04-2025 11:17:58,9.478
11,AMB,,DSWS,02-04-2025 11:17:58,9.35
12,AMB,,USWS,02-04-2025 11:17:58,9.307
1,C,A,1CA,02-04-2025 11:47:59,9.435
1,D,B,1DB,02-04-2025 11:47:59,9.435
1,W,B,1WB,02-04-2025 11:47:59,9.221
2,C,B,2CB,02-04-2025 11:47:59,9.307
2,D,B,2DB,02-04-2025 11:47:59,9.35
