block,raintreat,comp,brc,datetime,temp
2,D,B,2DB,04-06-2025 14:36:49,26.252
2,W,A,2WA,04-06-2025 14:36:49,28.397
4,C,B,4CB,04-06-2025 14:36:49,24.622
4,D,A,4DA,04-06-2025 14:36:49,27.711
4,W,B,4WB,04-06-2025 14:36:49,27.496
6,C,B,6CB,04-06-2025 14:36:49,25.394
6,D,B,6DB,04-06-2025 14:36:49,25.609
6,W,A,6WA,04-06-2025 14:36:49,26.166
8,C,A,8CA,04-06-2025 14:36:49,25.48
8,D,A,8DA,04-06-2025 14:36:49,24.965
8,W,B,8WB,04-06-2025 14:36:49,23.335
10,C,A,10CA,04-06-2025 14:36:49,24.107
10,D,B,10DB,04-06-2025 14:36:49,24.064
10,W,B,10WB,04-06-2025 14:36:49,23.678
11,AMB,,DSWS,04-06-2025 14:36:49,23.249
12,AMB,,USWS,04-06-2025 14:36:49,24.236
1,C,A,1CA,04-06-2025 15:06:50,28.869
1,D,B,1DB,04-06-2025 15:06:50,26.939
1,W,B,1WB,04-06-2025 15:06:50,25.652
2,C,B,2CB,04-06-2025 15:06:50,26.896
2,D,B,2DB,04-06-2025 15:06:50,28.097
2,W,A,2WA,04-06-2025 15:06:50,26.424
4,C,B,4CB,04-06-2025 15:06:50,24.665
4,D,A,4DA,04-06-2025 15:06:50,30.499
4,W,B,4WB,04-06-2025 15:06:50,28.14
6,C,B,6CB,04-06-2025 15:06:50,27.153
6,D,B,6DB,04-06-2025 15:06:50,28.698
6,W,A,6WA,04-06-2025 15:06:50,26.681
8,C,A,8CA,04-06-2025 15:06:50,26.424
8,D,A,8DA,04-06-2025 15:06:50,26.038
8,W,B,8WB,04-06-2025 15:06:50,23.292
10,C,A,10CA,04-06-2025 15:06:50,26.939
10,D,B,10DB,04-06-2025 15:06:50,26.081
10,W,B,10WB,04-06-2025 15:06:50,25.223
11,AMB,,DSWS,04-06-2025 15:06:50,25.008
12,AMB,,USWS,04-06-2025 15:06:50,25.609
1,C,A,1CA,04-06-2025 15:36:51,28.269
1,D,B,1DB,04-06-2025 15:36:51,27.754
1,W,B,1WB,04-06-2025 15:36:51,25.737
2,C,B,2CB,04-06-2025 15:36:51,27.067
2,D,B,2DB,04-06-2025 15:36:51,27.368
2,W,A,2WA,04-06-2025 15:36:51,26.424
4,C,B,4CB,04-06-2025 15:36:51,25.008
4,D,A,4DA,04-06-2025 15:36:51,31.1
4,W,B,4WB,04-06-2025 15:36:51,26.638
6,C,B,6CB,04-06-2025 15:36:51,26.51
6,D,B,6DB,04-06-2025 15:36:51,27.325
6,W,A,6WA,04-06-2025 15:36:51,25.652
8,C,A,8CA,04-06-2025 15:36:51,25.223
8,D,A,8DA,04-06-2025 15:36:51,25.266
8,W,B,8WB,04-06-2025 15:36:51,23.764
10,C,A,10CA,04-06-2025 15:36:51,26.338
10,D,B,10DB,04-06-2025 15:36:51,25.823
10,W,B,10WB,04-06-2025 15:36:51,24.665
11,AMB,,DSWS,04-06-2025 15:36:51,25.008
12,AMB,,USWS,04-06-2025 15:36:51,24.622
1,C,A,1CA,04-06-2025 16:06:52,30.328
1,D,B,1DB,04-06-2025 16:06:52,26.081
1,W,B,1WB,04-06-2025 16:06:52,25.695
2,C,B,2CB,04-06-2025 16:06:52,27.153
2,D,B,2DB,04-06-2025 16:06:52,27.797
2,W,A,2WA,04-06-2025 16:06:52,26.982
4,C,B,4CB,04-06-2025 16:06:52,25.909
4,D,A,4DA,04-06-2025 16:06:52,29.255
4,W,B,4WB,04-06-2025 16:06:52,27.11
6,C,B,6CB,04-06-2025 16:06:52,26.853
6,D,B,6DB,04-06-2025 16:06:52,27.797
6,W,A,6WA,04-06-2025 16:06:52,26.896
8,C,A,8CA,04-06-2025 16:06:52,26.295
8,D,A,8DA,04-06-2025 16:06:52,25.137
8,W,B,8WB,04-06-2025 16:06:52,25.566
10,C,A,10CA,04-06-2025 16:06:52,27.625
10,D,B,10DB,04-06-2025 16:06:52,27.496
10,W,B,10WB,04-06-2025 16:06:52,25.695
11,AMB,,DSWS,04-06-2025 16:06:52,25.394
12,AMB,,USWS,04-06-2025 16:06:52,25.566
1,C,A,1CA,04-06-2025 16:36:53,26.681
1,D,B,1DB,04-06-2025 16:36:53,24.236
1,W,B,1WB,04-06-2025 16:36:53,23.764
2,C,B,2CB,04-06-2025 16:36:53,26.595
2,D,B,2DB,04-06-2025 16:36:53,26.166
2,W,A,2WA,04-06-2025 16:36:53,28.397
4,C,B,4CB,04-06-2025 16:36:53,23.979
4,D,A,4DA,04-06-2025 16:36:53,27.239
4,W,B,4WB,04-06-2025 16:36:53,26.595
6,C,B,6CB,04-06-2025 16:36:53,25.394
6,D,B,6DB,04-06-2025 16:36:53,25.266
6,W,A,6WA,04-06-2025 16:36:53,25.995
8,C,A,8CA,04-06-2025 16:36:53,23.893
8,D,A,8DA,04-06-2025 16:36:53,24.279
8,W,B,8WB,04-06-2025 16:36:53,23.678
10,C,A,10CA,04-06-2025 16:36:53,25.566
10,D,B,10DB,04-06-2025 16:36:53,23.936
10,W,B,10WB,04-06-2025 16:36:53,23.206
11,AMB,,DSWS,04-06-2025 16:36:53,23.936
12,AMB,,USWS,04-06-2025 16:36:53,24.45
1,C,A,1CA,04-06-2025 17:06:54,25.995
1,D,B,1DB,04-06-2025 17:06:54,23.035
1,W,B,1WB,04-06-2025 17:06:54,22.434
2,C,B,2CB,04-06-2025 17:06:54,25.266
2,D,B,2DB,04-06-2025 17:06:54,24.622
2,W,A,2WA,04-06-2025 17:06:54,26.638
4,C,B,4CB,04-06-2025 17:06:54,23.85
4,D,A,4DA,04-06-2025 17:06:54,26.209
4,W,B,4WB,04-06-2025 17:06:54,26.638
6,C,B,6CB,04-06-2025 17:06:54,23.335
6,D,B,6DB,04-06-2025 17:06:54,24.236
6,W,A,6WA,04-06-2025 17:06:54,23.85
8,C,A,8CA,04-06-2025 17:06:54,22.348
8,D,A,8DA,04-06-2025 17:06:54,22.091
8,W,B,8WB,04-06-2025 17:06:54,21.061
10,C,A,10CA,04-06-2025 17:06:54,21.748
10,D,B,10DB,04-06-2025 17:06:54,22.134
10,W,B,10WB,04-06-2025 17:06:54,22.177
11,AMB,,DSWS,04-06-2025 17:06:54,23.121
12,AMB,,USWS,04-06-2025 17:06:54,23.421
1,C,A,1CA,04-06-2025 17:36:55,23.035
1,D,B,1DB,04-06-2025 17:36:55,21.147
1,W,B,1WB,04-06-2025 17:36:55,21.147
2,C,B,2CB,04-06-2025 17:36:55,22.82
2,D,B,2DB,04-06-2025 17:36:55,22.863
2,W,A,2WA,04-06-2025 17:36:55,24.193
4,C,B,4CB,04-06-2025 17:36:55,21.576
4,D,A,4DA,04-06-2025 17:36:55,21.576
4,W,B,4WB,04-06-2025 17:36:55,24.708
6,C,B,6CB,04-06-2025 17:36:55,21.49
6,D,B,6DB,04-06-2025 17:36:55,21.791
6,W,A,6WA,04-06-2025 17:36:55,21.018
8,C,A,8CA,04-06-2025 17:36:55,19.989
8,D,A,8DA,04-06-2025 17:36:55,19.903
8,W,B,8WB,04-06-2025 17:36:55,20.332
10,C,A,10CA,04-06-2025 17:36:55,20.118
10,D,B,10DB,04-06-2025 17:36:55,20.547
10,W,B,10WB,04-06-2025 17:36:55,20.375
11,AMB,,DSWS,04-06-2025 17:36:55,21.576
12,AMB,,USWS,04-06-2025 17:36:55,21.233
1,C,A,1CA,04-06-2025 18:06:56,19.989
1,D,B,1DB,04-06-2025 18:06:56,18.873
1,W,B,1WB,04-06-2025 18:06:56,18.659
2,C,B,2CB,04-06-2025 18:06:56,20.675
2,D,B,2DB,04-06-2025 18:06:56,19.388
2,W,A,2WA,04-06-2025 18:06:56,19.86
4,C,B,4CB,04-06-2025 18:06:56,18.916
4,D,A,4DA,04-06-2025 18:06:56,18.959
4,W,B,4WB,04-06-2025 18:06:56,20.332
6,C,B,6CB,04-06-2025 18:06:56,19.345
6,D,B,6DB,04-06-2025 18:06:56,19.345
6,W,A,6WA,04-06-2025 18:06:56,19.131
8,C,A,8CA,04-06-2025 18:06:56,18.273
8,D,A,8DA,04-06-2025 18:06:56,18.444
8,W,B,8WB,04-06-2025 18:06:56,17.887
10,C,A,10CA,04-06-2025 18:06:56,18.702
10,D,B,10DB,04-06-2025 18:06:56,18.788
10,W,B,10WB,04-06-2025 18:06:56,18.616
11,AMB,,DSWS,04-06-2025 18:06:56,18.401
12,AMB,,USWS,04-06-2025 18:06:56,18.659
1,C,A,1CA,04-06-2025 18:36:57,16.042
1,D,B,1DB,04-06-2025 18:36:57,15.999
1,W,B,1WB,04-06-2025 18:36:57,15.742
2,C,B,2CB,04-06-2025 18:36:57,16.342
2,D,B,2DB,04-06-2025 18:36:57,16.171
2,W,A,2WA,04-06-2025 18:36:57,16.128
4,C,B,4CB,04-06-2025 18:36:57,15.785
4,D,A,4DA,04-06-2025 18:36:57,15.956
4,W,B,4WB,04-06-2025 18:36:57,16.214
6,C,B,6CB,04-06-2025 18:36:57,15.956
6,D,B,6DB,04-06-2025 18:36:57,15.742
6,W,A,6WA,04-06-2025 18:36:57,15.87
8,C,A,8CA,04-06-2025 18:36:57,15.484
8,D,A,8DA,04-06-2025 18:36:57,15.827
8,W,B,8WB,04-06-2025 18:36:57,15.527
10,C,A,10CA,04-06-2025 18:36:57,15.656
10,D,B,10DB,04-06-2025 18:36:57,15.742
10,W,B,10WB,04-06-2025 18:36:57,15.742
11,AMB,,DSWS,04-06-2025 18:36:57,15.785
12,AMB,,USWS,04-06-2025 18:36:57,15.785
1,C,A,1CA,04-06-2025 19:06:58,14.326
1,D,B,1DB,04-06-2025 19:06:58,14.498
1,W,B,1WB,04-06-2025 19:06:58,14.326
2,C,B,2CB,04-06-2025 19:06:58,14.326
2,D,B,2DB,04-06-2025 19:06:58,14.626
2,W,A,2WA,04-06-2025 19:06:58,14.326
4,C,B,4CB,04-06-2025 19:06:58,14.069
4,D,A,4DA,04-06-2025 19:06:58,14.326
4,W,B,4WB,04-06-2025 19:06:58,14.326
6,C,B,6CB,04-06-2025 19:06:58,14.24
6,D,B,6DB,04-06-2025 19:06:58,14.111
6,W,A,6WA,04-06-2025 19:06:58,14.197
8,C,A,8CA,04-06-2025 19:06:58,13.983
8,D,A,8DA,04-06-2025 19:06:58,14.326
8,W,B,8WB,04-06-2025 19:06:58,14.154
10,C,A,10CA,04-06-2025 19:06:58,14.24
10,D,B,10DB,04-06-2025 19:06:58,14.412
10,W,B,10WB,04-06-2025 19:06:58,14.369
11,AMB,,DSWS,04-06-2025 19:06:58,14.326
12,AMB,,USWS,04-06-2025 19:06:58,14.197
1,C,A,1CA,04-06-2025 19:36:59,13.511
1,D,B,1DB,04-06-2025 19:36:59,13.811
1,W,B,1WB,04-06-2025 19:36:59,13.768
2,C,B,2CB,04-06-2025 19:36:59,13.382
2,D,B,2DB,04-06-2025 19:36:59,13.468
2,W,A,2WA,04-06-2025 19:36:59,13.425
4,C,B,4CB,04-06-2025 19:36:59,13.554
4,D,A,4DA,04-06-2025 19:36:59,13.554
4,W,B,4WB,04-06-2025 19:36:59,13.253
6,C,B,6CB,04-06-2025 19:36:59,13.339
6,D,B,6DB,04-06-2025 19:36:59,13.425
6,W,A,6WA,04-06-2025 19:36:59,13.511
8,C,A,8CA,04-06-2025 19:36:59,13.339
8,D,A,8DA,04-06-2025 19:36:59,13.64
8,W,B,8WB,04-06-2025 19:36:59,13.64
10,C,A,10CA,04-06-2025 19:36:59,13.468
10,D,B,10DB,04-06-2025 19:36:59,13.682
10,W,B,10WB,04-06-2025 19:36:59,13.725
11,AMB,,DSWS,04-06-2025 19:36:59,13.725
12,AMB,,USWS,04-06-2025 19:36:59,13.811
1,C,A,1CA,04-06-2025 20:07:00,12.867
1,D,B,1DB,04-06-2025 20:07:00,13.211
1,W,B,1WB,04-06-2025 20:07:00,13.125
2,C,B,2CB,04-06-2025 20:07:00,12.653
2,D,B,2DB,04-06-2025 20:07:00,12.867
2,W,A,2WA,04-06-2025 20:07:00,12.739
4,C,B,4CB,04-06-2025 20:07:00,12.867
4,D,A,4DA,04-06-2025 20:07:00,12.867
4,W,B,4WB,04-06-2025 20:07:00,12.567
6,C,B,6CB,04-06-2025 20:07:00,12.653
6,D,B,6DB,04-06-2025 20:07:00,12.824
6,W,A,6WA,04-06-2025 20:07:00,12.867
8,C,A,8CA,04-06-2025 20:07:00,12.824
8,D,A,8DA,04-06-2025 20:07:00,13.211
8,W,B,8WB,04-06-2025 20:07:00,13.039
10,C,A,10CA,04-06-2025 20:07:00,12.824
10,D,B,10DB,04-06-2025 20:07:00,13.125
10,W,B,10WB,04-06-2025 20:07:00,13.082
11,AMB,,DSWS,04-06-2025 20:07:00,12.996
12,AMB,,USWS,04-06-2025 20:07:00,13.125
1,C,A,1CA,04-06-2025 20:37:01,12.524
1,D,B,1DB,04-06-2025 20:37:01,12.61
1,W,B,1WB,04-06-2025 20:37:01,12.653
2,C,B,2CB,04-06-2025 20:37:01,12.395
2,D,B,2DB,04-06-2025 20:37:01,12.267
2,W,A,2WA,04-06-2025 20:37:01,12.353
4,C,B,4CB,04-06-2025 20:37:01,12.353
4,D,A,4DA,04-06-2025 20:37:01,12.696
4,W,B,4WB,04-06-2025 20:37:01,12.395
6,C,B,6CB,04-06-2025 20:37:01,12.438
6,D,B,6DB,04-06-2025 20:37:01,12.395
6,W,A,6WA,04-06-2025 20:37:01,12.31
8,C,A,8CA,04-06-2025 20:37:01,12.267
8,D,A,8DA,04-06-2025 20:37:01,12.438
8,W,B,8WB,04-06-2025 20:37:01,12.696
10,C,A,10CA,04-06-2025 20:37:01,12.61
10,D,B,10DB,04-06-2025 20:37:01,12.438
10,W,B,10WB,04-06-2025 20:37:01,12.438
11,AMB,,DSWS,04-06-2025 20:37:01,12.739
12,AMB,,USWS,04-06-2025 20:37:01,12.696
1,C,A,1CA,04-06-2025 21:07:02,12.739
1,D,B,1DB,04-06-2025 21:07:02,12.867
1,W,B,1WB,04-06-2025 21:07:02,12.696
2,C,B,2CB,04-06-2025 21:07:02,12.653
2,D,B,2DB,04-06-2025 21:07:02,12.782
2,W,A,2WA,04-06-2025 21:07:02,12.653
4,C,B,4CB,04-06-2025 21:07:02,12.567
4,D,A,4DA,04-06-2025 21:07:02,12.867
4,W,B,4WB,04-06-2025 21:07:02,12.739
6,C,B,6CB,04-06-2025 21:07:02,12.567
6,D,B,6DB,04-06-2025 21:07:02,12.696
6,W,A,6WA,04-06-2025 21:07:02,12.61
8,C,A,8CA,04-06-2025 21:07:02,12.438
8,D,A,8DA,04-06-2025 21:07:02,12.567
8,W,B,8WB,04-06-2025 21:07:02,12.481
10,C,A,10CA,04-06-2025 21:07:02,12.61
10,D,B,10DB,04-06-2025 21:07:02,12.739
10,W,B,10WB,04-06-2025 21:07:02,12.61
11,AMB,,DSWS,04-06-2025 21:07:02,12.61
12,AMB,,USWS,04-06-2025 21:07:02,12.653
1,C,A,1CA,04-06-2025 21:37:03,12.61
1,D,B,1DB,04-06-2025 21:37:03,12.696
1,W,B,1WB,04-06-2025 21:37:03,12.524
2,C,B,2CB,04-06-2025 21:37:03,12.481
2,D,B,2DB,04-06-2025 21:37:03,12.61
2,W,A,2WA,04-06-2025 21:37:03,12.481
4,C,B,4CB,04-06-2025 21:37:03,12.395
4,D,A,4DA,04-06-2025 21:37:03,12.739
4,W,B,4WB,04-06-2025 21:37:03,12.524
6,C,B,6CB,04-06-2025 21:37:03,12.438
6,D,B,6DB,04-06-2025 21:37:03,12.567
6,W,A,6WA,04-06-2025 21:37:03,12.481
8,C,A,8CA,04-06-2025 21:37:03,12.395
8,D,A,8DA,04-06-2025 21:37:03,12.481
8,W,B,8WB,04-06-2025 21:37:03,12.353
10,C,A,10CA,04-06-2025 21:37:03,12.481
10,D,B,10DB,04-06-2025 21:37:03,12.567
10,W,B,10WB,04-06-2025 21:37:03,12.481
11,AMB,,DSWS,04-06-2025 21:37:03,12.353
12,AMB,,USWS,04-06-2025 21:37:03,12.438
1,C,A,1CA,04-06-2025 22:07:04,12.567
1,D,B,1DB,04-06-2025 22:07:04,12.438
1,W,B,1WB,04-06-2025 22:07:04,12.395
2,C,B,2CB,04-06-2025 22:07:04,12.438
2,D,B,2DB,04-06-2025 22:07:04,12.524
2,W,A,2WA,04-06-2025 22:07:04,12.61
4,C,B,4CB,04-06-2025 22:07:04,12.31
4,D,A,4DA,04-06-2025 22:07:04,12.653
4,W,B,4WB,04-06-2025 22:07:04,12.653
6,C,B,6CB,04-06-2025 22:07:04,12.395
6,D,B,6DB,04-06-2025 22:07:04,12.438
6,W,A,6WA,04-06-2025 22:07:04,12.395
8,C,A,8CA,04-06-2025 22:07:04,12.353
8,D,A,8DA,04-06-2025 22:07:04,12.353
8,W,B,8WB,04-06-2025 22:07:04,12.267
10,C,A,10CA,04-06-2025 22:07:04,12.267
10,D,B,10DB,04-06-2025 22:07:04,12.353
10,W,B,10WB,04-06-2025 22:07:04,12.353
11,AMB,,DSWS,04-06-2025 22:07:04,12.267
12,AMB,,USWS,04-06-2025 22:07:04,12.31
1,C,A,1CA,04-06-2025 22:37:05,12.224
1,D,B,1DB,04-06-2025 22:37:05,12.052
1,W,B,1WB,04-06-2025 22:37:05,11.966
2,C,B,2CB,04-06-2025 22:37:05,12.138
2,D,B,2DB,04-06-2025 22:37:05,12.181
2,W,A,2WA,04-06-2025 22:37:05,12.31
4,C,B,4CB,04-06-2025 22:37:05,11.966
4,D,A,4DA,04-06-2025 22:37:05,12.31
4,W,B,4WB,04-06-2025 22:37:05,12.353
6,C,B,6CB,04-06-2025 22:37:05,12.095
6,D,B,6DB,04-06-2025 22:37:05,12.052
6,W,A,6WA,04-06-2025 22:37:05,12.009
8,C,A,8CA,04-06-2025 22:37:05,11.924
8,D,A,8DA,04-06-2025 22:37:05,11.881
8,W,B,8WB,04-06-2025 22:37:05,11.881
10,C,A,10CA,04-06-2025 22:37:05,11.924
10,D,B,10DB,04-06-2025 22:37:05,11.924
10,W,B,10WB,04-06-2025 22:37:05,11.881
11,AMB,,DSWS,04-06-2025 22:37:05,11.838
12,AMB,,USWS,04-06-2025 22:37:05,11.881
1,C,A,1CA,04-06-2025 23:07:06,10.937
1,D,B,1DB,04-06-2025 23:07:06,10.722
1,W,B,1WB,04-06-2025 23:07:06,10.637
2,C,B,2CB,04-06-2025 23:07:06,10.765
2,D,B,2DB,04-06-2025 23:07:06,10.894
2,W,A,2WA,04-06-2025 23:07:06,11.066
4,C,B,4CB,04-06-2025 23:07:06,10.722
4,D,A,4DA,04-06-2025 23:07:06,10.937
4,W,B,4WB,04-06-2025 23:07:06,11.108
6,C,B,6CB,04-06-2025 23:07:06,10.679
6,D,B,6DB,04-06-2025 23:07:06,10.679
6,W,A,6WA,04-06-2025 23:07:06,10.722
8,C,A,8CA,04-06-2025 23:07:06,10.594
8,D,A,8DA,04-06-2025 23:07:06,10.594
8,W,B,8WB,04-06-2025 23:07:06,10.551
10,C,A,10CA,04-06-2025 23:07:06,10.551
10,D,B,10DB,04-06-2025 23:07:06,10.594
10,W,B,10WB,04-06-2025 23:07:06,10.594
11,AMB,,DSWS,04-06-2025 23:07:06,10.551
12,AMB,,USWS,04-06-2025 23:07:06,10.637
1,C,A,1CA,04-06-2025 23:37:07,10.551
1,D,B,1DB,04-06-2025 23:37:07,10.379
1,W,B,1WB,04-06-2025 23:37:07,10.336
2,C,B,2CB,04-06-2025 23:37:07,10.465
2,D,B,2DB,04-06-2025 23:37:07,10.422
2,W,A,2WA,04-06-2025 23:37:07,10.594
4,C,B,4CB,04-06-2025 23:37:07,10.25
4,D,A,4DA,04-06-2025 23:37:07,10.594
4,W,B,4WB,04-06-2025 23:37:07,10.765
6,C,B,6CB,04-06-2025 23:37:07,10.465
6,D,B,6DB,04-06-2025 23:37:07,10.379
6,W,A,6WA,04-06-2025 23:37:07,10.336
8,C,A,8CA,04-06-2025 23:37:07,10.293
8,D,A,8DA,04-06-2025 23:37:07,10.25
8,W,B,8WB,04-06-2025 23:37:07,10.25
10,C,A,10CA,04-06-2025 23:37:07,10.293
10,D,B,10DB,04-06-2025 23:37:07,10.25
10,W,B,10WB,04-06-2025 23:37:07,10.25
11,AMB,,DSWS,04-06-2025 23:37:07,10.208
12,AMB,,USWS,04-06-2025 23:37:07,10.25
1,C,A,1CA,04-07-2025 00:07:08,9.779
1,D,B,1DB,04-07-2025 00:07:08,9.779
1,W,B,1WB,04-07-2025 00:07:08,9.693
2,C,B,2CB,04-07-2025 00:07:08,9.478
2,D,B,2DB,04-07-2025 00:07:08,9.779
2,W,A,2WA,04-07-2025 00:07:08,9.779
4,C,B,4CB,04-07-2025 00:07:08,9.607
4,D,A,4DA,04-07-2025 00:07:08,9.907
4,W,B,4WB,04-07-2025 00:07:08,9.779
6,C,B,6CB,04-07-2025 00:07:08,9.736
6,D,B,6DB,04-07-2025 00:07:08,9.693
6,W,A,6WA,04-07-2025 00:07:08,9.736
8,C,A,8CA,04-07-2025 00:07:08,9.693
8,D,A,8DA,04-07-2025 00:07:08,9.693
8,W,B,8WB,04-07-2025 00:07:08,9.65
10,C,A,10CA,04-07-2025 00:07:08,9.65
10,D,B,10DB,04-07-2025 00:07:08,9.779
10,W,B,10WB,04-07-2025 00:07:08,9.693
11,AMB,,DSWS,04-07-2025 00:07:08,9.307
12,AMB,,USWS,04-07-2025 00:07:08,9.221
1,C,A,1CA,04-07-2025 00:37:09,9.65
1,D,B,1DB,04-07-2025 00:37:09,9.65
1,W,B,1WB,04-07-2025 00:37:09,9.135
2,C,B,2CB,04-07-2025 00:37:09,9.392
2,D,B,2DB,04-07-2025 00:37:09,9.736
2,W,A,2WA,04-07-2025 00:37:09,9.607
4,C,B,4CB,04-07-2025 00:37:09,9.264
4,D,A,4DA,04-07-2025 00:37:09,9.907
4,W,B,4WB,04-07-2025 00:37:09,9.65
6,C,B,6CB,04-07-2025 00:37:09,9.607
6,D,B,6DB,04-07-2025 00:37:09,9.607
6,W,A,6WA,04-07-2025 00:37:09,9.435
8,C,A,8CA,04-07-2025 00:37:09,9.435
8,D,A,8DA,04-07-2025 00:37:09,9.564
8,W,B,8WB,04-07-2025 00:37:09,9.435
10,C,A,10CA,04-07-2025 00:37:09,9.478
10,D,B,10DB,04-07-2025 00:37:09,9.607
10,W,B,10WB,04-07-2025 00:37:09,9.521
11,AMB,,DSWS,04-07-2025 00:37:09,8.963
12,AMB,,USWS,04-07-2025 00:37:09,9.006
1,C,A,1CA,04-07-2025 01:07:10,9.607
1,D,B,1DB,04-07-2025 01:07:10,9.693
1,W,B,1WB,04-07-2025 01:07:10,9.264
2,C,B,2CB,04-07-2025 01:07:10,9.435
2,D,B,2DB,04-07-2025 01:07:10,9.65
2,W,A,2WA,04-07-2025 01:07:10,9.521
4,C,B,4CB,04-07-2025 01:07:10,9.307
4,D,A,4DA,04-07-2025 01:07:10,9.864
4,W,B,4WB,04-07-2025 01:07:10,9.564
6,C,B,6CB,04-07-2025 01:07:10,9.521
6,D,B,6DB,04-07-2025 01:07:10,9.65
6,W,A,6WA,04-07-2025 01:07:10,9.392
8,C,A,8CA,04-07-2025 01:07:10,9.35
8,D,A,8DA,04-07-2025 01:07:10,9.435
8,W,B,8WB,04-07-2025 01:07:10,9.35
10,C,A,10CA,04-07-2025 01:07:10,9.392
10,D,B,10DB,04-07-2025 01:07:10,9.607
10,W,B,10WB,04-07-2025 01:07:10,9.392
11,AMB,,DSWS,04-07-2025 01:07:10,9.049
12,AMB,,USWS,04-07-2025 01:07:10,9.092
1,C,A,1CA,04-07-2025 01:37:11,9.521
1,D,B,1DB,04-07-2025 01:37:11,9.521
1,W,B,1WB,04-07-2025 01:37:11,9.307
2,C,B,2CB,04-07-2025 01:37:11,9.35
2,D,B,2DB,04-07-2025 01:37:11,9.607
2,W,A,2WA,04-07-2025 01:37:11,9.478
4,C,B,4CB,04-07-2025 01:37:11,9.307
4,D,A,4DA,04-07-2025 01:37:11,9.693
4,W,B,4WB,04-07-2025 01:37:11,9.521
6,C,B,6CB,04-07-2025 01:37:11,9.478
6,D,B,6DB,04-07-2025 01:37:11,9.478
6,W,A,6WA,04-07-2025 01:37:11,9.392
8,C,A,8CA,04-07-2025 01:37:11,9.392
8,D,A,8DA,04-07-2025 01:37:11,9.435
8,W,B,8WB,04-07-2025 01:37:11,9.392
10,C,A,10CA,04-07-2025 01:37:11,9.264
10,D,B,10DB,04-07-2025 01:37:11,9.478
10,W,B,10WB,04-07-2025 01:37:11,9.35
11,AMB,,DSWS,04-07-2025 01:37:11,9.092
12,AMB,,USWS,04-07-2025 01:37:11,9.135
1,C,A,1CA,04-07-2025 02:07:12,9.607
1,D,B,1DB,04-07-2025 02:07:12,9.607
1,W,B,1WB,04-07-2025 02:07:12,9.435
2,C,B,2CB,04-07-2025 02:07:12,9.478
2,D,B,2DB,04-07-2025 02:07:12,9.65
2,W,A,2WA,04-07-2025 02:07:12,9.564
4,C,B,4CB,04-07-2025 02:07:12,9.478
4,D,A,4DA,04-07-2025 02:07:12,9.736
4,W,B,4WB,04-07-2025 02:07:12,9.693
6,C,B,6CB,04-07-2025 02:07:12,9.564
6,D,B,6DB,04-07-2025 02:07:12,9.521
6,W,A,6WA,04-07-2025 02:07:12,9.478
8,C,A,8CA,04-07-2025 02:07:12,9.521
8,D,A,8DA,04-07-2025 02:07:12,9.521
8,W,B,8WB,04-07-2025 02:07:12,9.478
10,C,A,10CA,04-07-2025 02:07:12,9.435
10,D,B,10DB,04-07-2025 02:07:12,9.521
10,W,B,10WB,04-07-2025 02:07:12,9.521
11,AMB,,DSWS,04-07-2025 02:07:12,9.178
12,AMB,,USWS,04-07-2025 02:07:12,9.264
1,C,A,1CA,04-07-2025 02:37:13,9.736
1,D,B,1DB,04-07-2025 02:37:13,9.65
1,W,B,1WB,04-07-2025 02:37:13,9.521
2,C,B,2CB,04-07-2025 02:37:13,9.564
2,D,B,2DB,04-07-2025 02:37:13,9.736
2,W,A,2WA,04-07-2025 02:37:13,9.736
4,C,B,4CB,04-07-2025 02:37:13,9.478
4,D,A,4DA,04-07-2025 02:37:13,9.864
4,W,B,4WB,04-07-2025 02:37:13,9.821
6,C,B,6CB,04-07-2025 02:37:13,9.65
6,D,B,6DB,04-07-2025 02:37:13,9.65
6,W,A,6WA,04-07-2025 02:37:13,9.564
8,C,A,8CA,04-07-2025 02:37:13,9.521
8,D,A,8DA,04-07-2025 02:37:13,9.607
8,W,B,8WB,04-07-2025 02:37:13,9.521
10,C,A,10CA,04-07-2025 02:37:13,9.478
10,D,B,10DB,04-07-2025 02:37:13,9.607
10,W,B,10WB,04-07-2025 02:37:13,9.521
11,AMB,,DSWS,04-07-2025 02:37:13,9.307
12,AMB,,USWS,04-07-2025 02:37:13,9.35
1,C,A,1CA,04-07-2025 03:07:14,9.607
1,D,B,1DB,04-07-2025 03:07:14,9.607
1,W,B,1WB,04-07-2025 03:07:14,9.435
2,C,B,2CB,04-07-2025 03:07:14,9.521
2,D,B,2DB,04-07-2025 03:07:14,9.65
2,W,A,2WA,04-07-2025 03:07:14,9.607
4,C,B,4CB,04-07-2025 03:07:14,9.392
4,D,A,4DA,04-07-2025 03:07:14,9.779
4,W,B,4WB,04-07-2025 03:07:14,9.779
6,C,B,6CB,04-07-2025 03:07:14,9.564
6,D,B,6DB,04-07-2025 03:07:14,9.564
6,W,A,6WA,04-07-2025 03:07:14,9.521
8,C,A,8CA,04-07-2025 03:07:14,9.478
8,D,A,8DA,04-07-2025 03:07:14,9.478
8,W,B,8WB,04-07-2025 03:07:14,9.392
10,C,A,10CA,04-07-2025 03:07:14,9.35
10,D,B,10DB,04-07-2025 03:07:14,9.435
10,W,B,10WB,04-07-2025 03:07:14,9.392
